expID,ligand,base,solvent,cone angle,TEP,calc P shift,pKa,Pauling ionic radii,Hansen-dD,Hansen-dP,Hansen-dH,objectives
294,9,10,2,172.55,2232.06,-76.7384,13.997,322,17.4,13.7,11.3,-2.349125574324207
295,10,10,2,165.5,2225.59,-10.3996,13.997,322,17.4,13.7,11.3,-2.596470867574428
296,11,10,2,174.3600174,2210.257593,8.0093,13.997,322,17.4,13.7,11.3,
297,12,10,2,185.3,2206.2,66.1445,13.997,322,17.4,13.7,11.3,
298,13,10,2,171.3953578,2213.980043,-29.2681,13.997,322,17.4,13.7,11.3,
299,14,10,2,120.02,2219.32,-63.3,13.997,322,17.4,13.7,11.3,-4.02762885133542
300,15,10,2,165.353392,2215.967354,-19.1672,13.997,322,17.4,13.7,11.3,
301,1,1,3,165.87,2223.37,-5.7906,10.329,95,15.3,18,6.1,-1.1206044003196618
302,2,1,3,166.8903697,2218.319819,-10.6026,10.329,95,15.3,18,6.1,-1.3546216695353854
303,3,1,3,172.5642436,2217.825997,-8.6556,10.329,95,15.3,18,6.1,
304,4,1,3,211.3485433,2210.78491,-35.7969,10.329,95,15.3,18,6.1,
305,5,1,3,174.6629756,2218.794147,-5.7884,10.329,95,15.3,18,6.1,
306,6,1,3,166.26,2224.63,-9.8472,10.329,95,15.3,18,6.1,-1.4582852285974035
307,7,1,3,165.4550225,2228.284751,-7.6658,10.329,95,15.3,18,6.1,
308,8,1,3,184.5942422,2234.942905,-10.0173,10.329,95,15.3,18,6.1,
309,9,1,3,172.55,2232.06,-76.7384,10.329,95,15.3,18,6.1,-2.3824492806763864
310,10,1,3,165.5,2225.59,-10.3996,10.329,95,15.3,18,6.1,
311,11,1,3,174.3600174,2210.257593,8.0093,10.329,95,15.3,18,6.1,
312,12,1,3,185.3,2206.2,66.1445,10.329,95,15.3,18,6.1,
313,13,1,3,171.3953578,2213.980043,-29.2681,10.329,95,15.3,18,6.1,
314,14,1,3,120.02,2219.32,-63.3,10.329,95,15.3,18,6.1,
315,15,1,3,165.353392,2215.967354,-19.1672,10.329,95,15.3,18,6.1,
316,1,2,3,165.87,2223.37,-5.7906,6.351,95,15.3,18,6.1,
317,2,2,3,166.8903697,2218.319819,-10.6026,6.351,95,15.3,18,6.1,
318,3,2,3,172.5642436,2217.825997,-8.6556,6.351,95,15.3,18,6.1,
319,4,2,3,211.3485433,2210.78491,-35.7969,6.351,95,15.3,18,6.1,
320,5,2,3,174.6629756,2218.794147,-5.7884,6.351,95,15.3,18,6.1,
321,6,2,3,166.26,2224.63,-9.8472,6.351,95,15.3,18,6.1,
322,7,2,3,165.4550225,2228.284751,-7.6658,6.351,95,15.3,18,6.1,
323,8,2,3,184.5942422,2234.942905,-10.0173,6.351,95,15.3,18,6.1,
324,9,2,3,172.55,2232.06,-76.7384,6.351,95,15.3,18,6.1,
325,10,2,3,165.5,2225.59,-10.3996,6.351,95,15.3,18,6.1,
326,11,2,3,174.3600174,2210.257593,8.0093,6.351,95,15.3,18,6.1,
327,12,2,3,185.3,2206.2,66.1445,6.351,95,15.3,18,6.1,
328,13,2,3,171.3953578,2213.980043,-29.2681,6.351,95,15.3,18,6.1,
329,14,2,3,120.02,2219.32,-63.3,6.351,95,15.3,18,6.1,
330,15,2,3,165.353392,2215.967354,-19.1672,6.351,95,15.3,18,6.1,
331,1,3,3,165.87,2223.37,-5.7906,13.997,95,15.3,18,6.1,-1.5053952938133754
332,2,3,3,166.8903697,2218.319819,-10.6026,13.997,95,15.3,18,6.1,
333,3,3,3,172.5642436,2217.825997,-8.6556,13.997,95,15.3,18,6.1,
334,4,3,3,211.3485433,2210.78491,-35.7969,13.997,95,15.3,18,6.1,
335,5,3,3,174.6629756,2218.794147,-5.7884,13.997,95,15.3,18,6.1,
336,6,3,3,166.26,2224.63,-9.8472,13.997,95,15.3,18,6.1,
337,7,3,3,165.4550225,2228.284751,-7.6658,13.997,95,15.3,18,6.1,
338,8,3,3,184.5942422,2234.942905,-10.0173,13.997,95,15.3,18,6.1,
339,9,3,3,172.55,2232.06,-76.7384,13.997,95,15.3,18,6.1,-1.1023485554296655
340,10,3,3,165.5,2225.59,-10.3996,13.997,95,15.3,18,6.1,
341,11,3,3,174.3600174,2210.257593,8.0093,13.997,95,15.3,18,6.1,
342,12,3,3,185.3,2206.2,66.1445,13.997,95,15.3,18,6.1,
343,13,3,3,171.3953578,2213.980043,-29.2681,13.997,95,15.3,18,6.1,
344,14,3,3,120.02,2219.32,-63.3,13.997,95,15.3,18,6.1,-1.9649043785658487
345,15,3,3,165.353392,2215.967354,-19.1672,13.997,95,15.3,18,6.1,
346,1,4,3,165.87,2223.37,-5.7906,10.329,133,15.3,18,6.1,
347,2,4,3,166.8903697,2218.319819,-10.6026,10.329,133,15.3,18,6.1,
348,3,4,3,172.5642436,2217.825997,-8.6556,10.329,133,15.3,18,6.1,
349,4,4,3,211.3485433,2210.78491,-35.7969,10.329,133,15.3,18,6.1,
350,5,4,3,174.6629756,2218.794147,-5.7884,10.329,133,15.3,18,6.1,
351,6,4,3,166.26,2224.63,-9.8472,10.329,133,15.3,18,6.1,
352,7,4,3,165.4550225,2228.284751,-7.6658,10.329,133,15.3,18,6.1,
353,8,4,3,184.5942422,2234.942905,-10.0173,10.329,133,15.3,18,6.1,
354,9,4,3,172.55,2232.06,-76.7384,10.329,133,15.3,18,6.1,
355,10,4,3,165.5,2225.59,-10.3996,10.329,133,15.3,18,6.1,
356,11,4,3,174.3600174,2210.257593,8.0093,10.329,133,15.3,18,6.1,
357,12,4,3,185.3,2206.2,66.1445,10.329,133,15.3,18,6.1,
358,13,4,3,171.3953578,2213.980043,-29.2681,10.329,133,15.3,18,6.1,
359,14,4,3,120.02,2219.32,-63.3,10.329,133,15.3,18,6.1,
360,15,4,3,165.353392,2215.967354,-19.1672,10.329,133,15.3,18,6.1,
361,1,5,3,165.87,2223.37,-5.7906,13.997,133,15.3,18,6.1,
362,2,5,3,166.8903697,2218.319819,-10.6026,13.997,133,15.3,18,6.1,
363,3,5,3,172.5642436,2217.825997,-8.6556,13.997,133,15.3,18,6.1,
364,4,5,3,211.3485433,2210.78491,-35.7969,13.997,133,15.3,18,6.1,
365,5,5,3,174.6629756,2218.794147,-5.7884,13.997,133,15.3,18,6.1,
366,6,5,3,166.26,2224.63,-9.8472,13.997,133,15.3,18,6.1,
367,7,5,3,165.4550225,2228.284751,-7.6658,13.997,133,15.3,18,6.1,
368,8,5,3,184.5942422,2234.942905,-10.0173,13.997,133,15.3,18,6.1,
369,9,5,3,172.55,2232.06,-76.7384,13.997,133,15.3,18,6.1,-2.6191198716645236
370,10,5,3,165.5,2225.59,-10.3996,13.997,133,15.3,18,6.1,
371,11,5,3,174.3600174,2210.257593,8.0093,13.997,133,15.3,18,6.1,
372,12,5,3,185.3,2206.2,66.1445,13.997,133,15.3,18,6.1,
373,13,5,3,171.3953578,2213.980043,-29.2681,13.997,133,15.3,18,6.1,
374,14,5,3,120.02,2219.32,-63.3,13.997,133,15.3,18,6.1,
375,15,5,3,165.353392,2215.967354,-19.1672,13.997,133,15.3,18,6.1,-4.1151940233069775
376,1,6,3,165.87,2223.37,-5.7906,12.375,133,15.3,18,6.1,-2.5071057982688765
377,2,6,3,166.8903697,2218.319819,-10.6026,12.375,133,15.3,18,6.1,
378,3,6,3,172.5642436,2217.825997,-8.6556,12.375,133,15.3,18,6.1,
379,4,6,3,211.3485433,2210.78491,-35.7969,12.375,133,15.3,18,6.1,
380,5,6,3,174.6629756,2218.794147,-5.7884,12.375,133,15.3,18,6.1,
381,6,6,3,166.26,2224.63,-9.8472,12.375,133,15.3,18,6.1,
382,7,6,3,165.4550225,2228.284751,-7.6658,12.375,133,15.3,18,6.1,
383,8,6,3,184.5942422,2234.942905,-10.0173,12.375,133,15.3,18,6.1,
384,9,6,3,172.55,2232.06,-76.7384,12.375,133,15.3,18,6.1,
385,10,6,3,165.5,2225.59,-10.3996,12.375,133,15.3,18,6.1,
386,11,6,3,174.3600174,2210.257593,8.0093,12.375,133,15.3,18,6.1,
387,12,6,3,185.3,2206.2,66.1445,12.375,133,15.3,18,6.1,-3.94244365731626
388,13,6,3,171.3953578,2213.980043,-29.2681,12.375,133,15.3,18,6.1,
389,14,6,3,120.02,2219.32,-63.3,12.375,133,15.3,18,6.1,-2.121215469112212
390,15,6,3,165.353392,2215.967354,-19.1672,12.375,133,15.3,18,6.1,
391,1,7,3,165.87,2223.37,-5.7906,4.756,133,15.3,18,6.1,-1.5142727398193294
392,2,7,3,166.8903697,2218.319819,-10.6026,4.756,133,15.3,18,6.1,
393,3,7,3,172.5642436,2217.825997,-8.6556,4.756,133,15.3,18,6.1,
394,4,7,3,211.3485433,2210.78491,-35.7969,4.756,133,15.3,18,6.1,
395,5,7,3,174.6629756,2218.794147,-5.7884,4.756,133,15.3,18,6.1,
396,6,7,3,166.26,2224.63,-9.8472,4.756,133,15.3,18,6.1,
397,7,7,3,165.4550225,2228.284751,-7.6658,4.756,133,15.3,18,6.1,
398,8,7,3,184.5942422,2234.942905,-10.0173,4.756,133,15.3,18,6.1,
399,9,7,3,172.55,2232.06,-76.7384,4.756,133,15.3,18,6.1,
400,10,7,3,165.5,2225.59,-10.3996,4.756,133,15.3,18,6.1,
401,11,7,3,174.3600174,2210.257593,8.0093,4.756,133,15.3,18,6.1,
402,12,7,3,185.3,2206.2,66.1445,4.756,133,15.3,18,6.1,
403,13,7,3,171.3953578,2213.980043,-29.2681,4.756,133,15.3,18,6.1,
404,14,7,3,120.02,2219.32,-63.3,4.756,133,15.3,18,6.1,
405,15,7,3,165.353392,2215.967354,-19.1672,4.756,133,15.3,18,6.1,
406,1,8,3,165.87,2223.37,-5.7906,10.329,169,15.3,18,6.1,-0.8174133177824757
407,2,8,3,166.8903697,2218.319819,-10.6026,10.329,169,15.3,18,6.1,-0.7874079881303855
408,3,8,3,172.5642436,2217.825997,-8.6556,10.329,169,15.3,18,6.1,-0.7149164103138479
409,4,8,3,211.3485433,2210.78491,-35.7969,10.329,169,15.3,18,6.1,
410,5,8,3,174.6629756,2218.794147,-5.7884,10.329,169,15.3,18,6.1,-0.8097841137870501
411,6,8,3,166.26,2224.63,-9.8472,10.329,169,15.3,18,6.1,-1.0503498588871996
412,7,8,3,165.4550225,2228.284751,-7.6658,10.329,169,15.3,18,6.1,
413,8,8,3,184.5942422,2234.942905,-10.0173,10.329,169,15.3,18,6.1,
414,9,8,3,172.55,2232.06,-76.7384,10.329,169,15.3,18,6.1,
415,10,8,3,165.5,2225.59,-10.3996,10.329,169,15.3,18,6.1,-2.2565787619556006
416,11,8,3,174.3600174,2210.257593,8.0093,10.329,169,15.3,18,6.1,
417,12,8,3,185.3,2206.2,66.1445,10.329,169,15.3,18,6.1,
418,13,8,3,171.3953578,2213.980043,-29.2681,10.329,169,15.3,18,6.1,
419,14,8,3,120.02,2219.32,-63.3,10.329,169,15.3,18,6.1,
420,15,8,3,165.353392,2215.967354,-19.1672,10.329,169,15.3,18,6.1,
421,1,9,3,165.87,2223.37,-5.7906,3.17,169,15.3,18,6.1,-0.9992218652203708
422,2,9,3,166.8903697,2218.319819,-10.6026,3.17,169,15.3,18,6.1,-1.4612517526905666
423,3,9,3,172.5642436,2217.825997,-8.6556,3.17,169,15.3,18,6.1,
424,4,9,3,211.3485433,2210.78491,-35.7969,3.17,169,15.3,18,6.1,
425,5,9,3,174.6629756,2218.794147,-5.7884,3.17,169,15.3,18,6.1,
426,6,9,3,166.26,2224.63,-9.8472,3.17,169,15.3,18,6.1,-1.3925332744015815
427,7,9,3,165.4550225,2228.284751,-7.6658,3.17,169,15.3,18,6.1,
428,8,9,3,184.5942422,2234.942905,-10.0173,3.17,169,15.3,18,6.1,
429,9,9,3,172.55,2232.06,-76.7384,3.17,169,15.3,18,6.1,
430,10,9,3,165.5,2225.59,-10.3996,3.17,169,15.3,18,6.1,
431,11,9,3,174.3600174,2210.257593,8.0093,3.17,169,15.3,18,6.1,-4.048592400782622
432,12,9,3,185.3,2206.2,66.1445,3.17,169,15.3,18,6.1,
433,13,9,3,171.3953578,2213.980043,-29.2681,3.17,169,15.3,18,6.1,
434,14,9,3,120.02,2219.32,-63.3,3.17,169,15.3,18,6.1,-2.4175173243679287
435,15,9,3,165.353392,2215.967354,-19.1672,3.17,169,15.3,18,6.1,
436,1,10,3,165.87,2223.37,-5.7906,13.997,322,15.3,18,6.1,
437,2,10,3,166.8903697,2218.319819,-10.6026,13.997,322,15.3,18,6.1,-2.180034681583212
438,3,10,3,172.5642436,2217.825997,-8.6556,13.997,322,15.3,18,6.1,-1.1675259061643686
439,4,10,3,211.3485433,2210.78491,-35.7969,13.997,322,15.3,18,6.1,-4.944765107119186
440,5,10,3,174.6629756,2218.794147,-5.7884,13.997,322,15.3,18,6.1,-1.1815517847138628
441,6,10,3,166.26,2224.63,-9.8472,13.997,322,15.3,18,6.1,-1.0939844958671234
442,7,10,3,165.4550225,2228.284751,-7.6658,13.997,322,15.3,18,6.1,-3.7095172777117003
443,8,10,3,184.5942422,2234.942905,-10.0173,13.997,322,15.3,18,6.1,-4.689504857246355
444,9,10,3,172.55,2232.06,-76.7384,13.997,322,15.3,18,6.1,
445,10,10,3,165.5,2225.59,-10.3996,13.997,322,15.3,18,6.1,-1.4548526965808897
446,11,10,3,174.3600174,2210.257593,8.0093,13.997,322,15.3,18,6.1,-3.8506656623359645
447,12,10,3,185.3,2206.2,66.1445,13.997,322,15.3,18,6.1,
448,13,10,3,171.3953578,2213.980043,-29.2681,13.997,322,15.3,18,6.1,-2.0632591932759388
449,14,10,3,120.02,2219.32,-63.3,13.997,322,15.3,18,6.1,
450,15,10,3,165.353392,2215.967354,-19.1672,13.997,322,15.3,18,6.1,
451,1,1,4,165.87,2223.37,-5.7906,10.329,95,16,6.8,17.4,-1.097475450539731
452,2,1,4,166.8903697,2218.319819,-10.6026,10.329,95,16,6.8,17.4,-1.3948454998168098
453,3,1,4,172.5642436,2217.825997,-8.6556,10.329,95,16,6.8,17.4,
454,4,1,4,211.3485433,2210.78491,-35.7969,10.329,95,16,6.8,17.4,
455,5,1,4,174.6629756,2218.794147,-5.7884,10.329,95,16,6.8,17.4,
456,6,1,4,166.26,2224.63,-9.8472,10.329,95,16,6.8,17.4,-1.2947846673430996
457,7,1,4,165.4550225,2228.284751,-7.6658,10.329,95,16,6.8,17.4,
458,8,1,4,184.5942422,2234.942905,-10.0173,10.329,95,16,6.8,17.4,
459,9,1,4,172.55,2232.06,-76.7384,10.329,95,16,6.8,17.4,
460,10,1,4,165.5,2225.59,-10.3996,10.329,95,16,6.8,17.4,
461,11,1,4,174.3600174,2210.257593,8.0093,10.329,95,16,6.8,17.4,
462,12,1,4,185.3,2206.2,66.1445,10.329,95,16,6.8,17.4,
463,13,1,4,171.3953578,2213.980043,-29.2681,10.329,95,16,6.8,17.4,-1.541177264831679
464,14,1,4,120.02,2219.32,-63.3,10.329,95,16,6.8,17.4,
465,15,1,4,165.353392,2215.967354,-19.1672,10.329,95,16,6.8,17.4,
466,1,2,4,165.87,2223.37,-5.7906,6.351,95,16,6.8,17.4,-0.8417420812139202
467,2,2,4,166.8903697,2218.319819,-10.6026,6.351,95,16,6.8,17.4,-1.1170054997809755
468,3,2,4,172.5642436,2217.825997,-8.6556,6.351,95,16,6.8,17.4,-1.1892437162483085
469,4,2,4,211.3485433,2210.78491,-35.7969,6.351,95,16,6.8,17.4,
470,5,2,4,174.6629756,2218.794147,-5.7884,6.351,95,16,6.8,17.4,-1.1377561950104569
471,6,2,4,166.26,2224.63,-9.8472,6.351,95,16,6.8,17.4,-0.7469184737915052
472,7,2,4,165.4550225,2228.284751,-7.6658,6.351,95,16,6.8,17.4,-1.726567256946609
473,8,2,4,184.5942422,2234.942905,-10.0173,6.351,95,16,6.8,17.4,
474,9,2,4,172.55,2232.06,-76.7384,6.351,95,16,6.8,17.4,-1.5237581584882813
475,10,2,4,165.5,2225.59,-10.3996,6.351,95,16,6.8,17.4,
476,11,2,4,174.3600174,2210.257593,8.0093,6.351,95,16,6.8,17.4,
477,12,2,4,185.3,2206.2,66.1445,6.351,95,16,6.8,17.4,
478,13,2,4,171.3953578,2213.980043,-29.2681,6.351,95,16,6.8,17.4,-1.3205398736366147
479,14,2,4,120.02,2219.32,-63.3,6.351,95,16,6.8,17.4,
480,15,2,4,165.353392,2215.967354,-19.1672,6.351,95,16,6.8,17.4,-3.8582339623646815
481,1,3,4,165.87,2223.37,-5.7906,13.997,95,16,6.8,17.4,-1.2266242682237714
482,2,3,4,166.8903697,2218.319819,-10.6026,13.997,95,16,6.8,17.4,
483,3,3,4,172.5642436,2217.825997,-8.6556,13.997,95,16,6.8,17.4,
484,4,3,4,211.3485433,2210.78491,-35.7969,13.997,95,16,6.8,17.4,
485,5,3,4,174.6629756,2218.794147,-5.7884,13.997,95,16,6.8,17.4,
486,6,3,4,166.26,2224.63,-9.8472,13.997,95,16,6.8,17.4,-2.0450658283337115
487,7,3,4,165.4550225,2228.284751,-7.6658,13.997,95,16,6.8,17.4,
488,8,3,4,184.5942422,2234.942905,-10.0173,13.997,95,16,6.8,17.4,
489,9,3,4,172.55,2232.06,-76.7384,13.997,95,16,6.8,17.4,-1.528768803141083
490,10,3,4,165.5,2225.59,-10.3996,13.997,95,16,6.8,17.4,
491,11,3,4,174.3600174,2210.257593,8.0093,13.997,95,16,6.8,17.4,
492,12,3,4,185.3,2206.2,66.1445,13.997,95,16,6.8,17.4,
493,13,3,4,171.3953578,2213.980043,-29.2681,13.997,95,16,6.8,17.4,
494,14,3,4,120.02,2219.32,-63.3,13.997,95,16,6.8,17.4,-3.500787283000506
495,15,3,4,165.353392,2215.967354,-19.1672,13.997,95,16,6.8,17.4,
496,1,4,4,165.87,2223.37,-5.7906,10.329,133,16,6.8,17.4,-1.255673571599453
497,2,4,4,166.8903697,2218.319819,-10.6026,10.329,133,16,6.8,17.4,
498,3,4,4,172.5642436,2217.825997,-8.6556,10.329,133,16,6.8,17.4,
499,4,4,4,211.3485433,2210.78491,-35.7969,10.329,133,16,6.8,17.4,
500,5,4,4,174.6629756,2218.794147,-5.7884,10.329,133,16,6.8,17.4,
501,6,4,4,166.26,2224.63,-9.8472,10.329,133,16,6.8,17.4,
502,7,4,4,165.4550225,2228.284751,-7.6658,10.329,133,16,6.8,17.4,
503,8,4,4,184.5942422,2234.942905,-10.0173,10.329,133,16,6.8,17.4,
504,9,4,4,172.55,2232.06,-76.7384,10.329,133,16,6.8,17.4,-1.292139175127859
505,10,4,4,165.5,2225.59,-10.3996,10.329,133,16,6.8,17.4,
506,11,4,4,174.3600174,2210.257593,8.0093,10.329,133,16,6.8,17.4,
507,12,4,4,185.3,2206.2,66.1445,10.329,133,16,6.8,17.4,
508,13,4,4,171.3953578,2213.980043,-29.2681,10.329,133,16,6.8,17.4,-2.9503027152301233
509,14,4,4,120.02,2219.32,-63.3,10.329,133,16,6.8,17.4,
510,15,4,4,165.353392,2215.967354,-19.1672,10.329,133,16,6.8,17.4,
511,1,5,4,165.87,2223.37,-5.7906,13.997,133,16,6.8,17.4,-0.8555857449663726
512,2,5,4,166.8903697,2218.319819,-10.6026,13.997,133,16,6.8,17.4,-1.1872463558971986
513,3,5,4,172.5642436,2217.825997,-8.6556,13.997,133,16,6.8,17.4,
514,4,5,4,211.3485433,2210.78491,-35.7969,13.997,133,16,6.8,17.4,
515,5,5,4,174.6629756,2218.794147,-5.7884,13.997,133,16,6.8,17.4,
516,6,5,4,166.26,2224.63,-9.8472,13.997,133,16,6.8,17.4,-0.8808167350442756
517,7,5,4,165.4550225,2228.284751,-7.6658,13.997,133,16,6.8,17.4,
518,8,5,4,184.5942422,2234.942905,-10.0173,13.997,133,16,6.8,17.4,
519,9,5,4,172.55,2232.06,-76.7384,13.997,133,16,6.8,17.4,-1.1795714474126893
520,10,5,4,165.5,2225.59,-10.3996,13.997,133,16,6.8,17.4,
521,11,5,4,174.3600174,2210.257593,8.0093,13.997,133,16,6.8,17.4,
522,12,5,4,185.3,2206.2,66.1445,13.997,133,16,6.8,17.4,-5.559679345573656
523,13,5,4,171.3953578,2213.980043,-29.2681,13.997,133,16,6.8,17.4,
524,14,5,4,120.02,2219.32,-63.3,13.997,133,16,6.8,17.4,
525,15,5,4,165.353392,2215.967354,-19.1672,13.997,133,16,6.8,17.4,
526,1,6,4,165.87,2223.37,-5.7906,12.375,133,16,6.8,17.4,-1.0465221877401074
527,2,6,4,166.8903697,2218.319819,-10.6026,12.375,133,16,6.8,17.4,-1.5736602008061158
528,3,6,4,172.5642436,2217.825997,-8.6556,12.375,133,16,6.8,17.4,
529,4,6,4,211.3485433,2210.78491,-35.7969,12.375,133,16,6.8,17.4,
530,5,6,4,174.6629756,2218.794147,-5.7884,12.375,133,16,6.8,17.4,
531,6,6,4,166.26,2224.63,-9.8472,12.375,133,16,6.8,17.4,-1.5122418305879712
532,7,6,4,165.4550225,2228.284751,-7.6658,12.375,133,16,6.8,17.4,-1.6127934757199804
533,8,6,4,184.5942422,2234.942905,-10.0173,12.375,133,16,6.8,17.4,
534,9,6,4,172.55,2232.06,-76.7384,12.375,133,16,6.8,17.4,-1.209939440981937
535,10,6,4,165.5,2225.59,-10.3996,12.375,133,16,6.8,17.4,
536,11,6,4,174.3600174,2210.257593,8.0093,12.375,133,16,6.8,17.4,
537,12,6,4,185.3,2206.2,66.1445,12.375,133,16,6.8,17.4,
538,13,6,4,171.3953578,2213.980043,-29.2681,12.375,133,16,6.8,17.4,-2.834350383778248
539,14,6,4,120.02,2219.32,-63.3,12.375,133,16,6.8,17.4,
540,15,6,4,165.353392,2215.967354,-19.1672,12.375,133,16,6.8,17.4,
541,1,7,4,165.87,2223.37,-5.7906,4.756,133,16,6.8,17.4,-1.1059192339574595
542,2,7,4,166.8903697,2218.319819,-10.6026,4.756,133,16,6.8,17.4,
543,3,7,4,172.5642436,2217.825997,-8.6556,4.756,133,16,6.8,17.4,
544,4,7,4,211.3485433,2210.78491,-35.7969,4.756,133,16,6.8,17.4,
545,5,7,4,174.6629756,2218.794147,-5.7884,4.756,133,16,6.8,17.4,
546,6,7,4,166.26,2224.63,-9.8472,4.756,133,16,6.8,17.4,-1.7418483031670173
547,7,7,4,165.4550225,2228.284751,-7.6658,4.756,133,16,6.8,17.4,-1.8885314823730084
548,8,7,4,184.5942422,2234.942905,-10.0173,4.756,133,16,6.8,17.4,
549,9,7,4,172.55,2232.06,-76.7384,4.756,133,16,6.8,17.4,-1.3363911992495643
550,10,7,4,165.5,2225.59,-10.3996,4.756,133,16,6.8,17.4,
551,11,7,4,174.3600174,2210.257593,8.0093,4.756,133,16,6.8,17.4,
552,12,7,4,185.3,2206.2,66.1445,4.756,133,16,6.8,17.4,
553,13,7,4,171.3953578,2213.980043,-29.2681,4.756,133,16,6.8,17.4,
554,14,7,4,120.02,2219.32,-63.3,4.756,133,16,6.8,17.4,
555,15,7,4,165.353392,2215.967354,-19.1672,4.756,133,16,6.8,17.4,
556,1,8,4,165.87,2223.37,-5.7906,10.329,169,16,6.8,17.4,-1.0356347730098416
557,2,8,4,166.8903697,2218.319819,-10.6026,10.329,169,16,6.8,17.4,-1.6282772473887281
558,3,8,4,172.5642436,2217.825997,-8.6556,10.329,169,16,6.8,17.4,-1.6591862268630093
559,4,8,4,211.3485433,2210.78491,-35.7969,10.329,169,16,6.8,17.4,
560,5,8,4,174.6629756,2218.794147,-5.7884,10.329,169,16,6.8,17.4,-1.6654608448228858
561,6,8,4,166.26,2224.63,-9.8472,10.329,169,16,6.8,17.4,-0.7697742665202435
562,7,8,4,165.4550225,2228.284751,-7.6658,10.329,169,16,6.8,17.4,-1.2292319598191455
563,8,8,4,184.5942422,2234.942905,-10.0173,10.329,169,16,6.8,17.4,-3.3039793145651117
564,9,8,4,172.55,2232.06,-76.7384,10.329,169,16,6.8,17.4,-0.9837636886420429
565,10,8,4,165.5,2225.59,-10.3996,10.329,169,16,6.8,17.4,-1.2222626610236076
566,11,8,4,174.3600174,2210.257593,8.0093,10.329,169,16,6.8,17.4,-2.388344083111981
567,12,8,4,185.3,2206.2,66.1445,10.329,169,16,6.8,17.4,
568,13,8,4,171.3953578,2213.980043,-29.2681,10.329,169,16,6.8,17.4,-2.2171945042659016
569,14,8,4,120.02,2219.32,-63.3,10.329,169,16,6.8,17.4,-2.2766748573929494
570,15,8,4,165.353392,2215.967354,-19.1672,10.329,169,16,6.8,17.4,-1.446164793754827
571,1,9,4,165.87,2223.37,-5.7906,3.17,169,16,6.8,17.4,-1.2317396132855625
572,2,9,4,166.8903697,2218.319819,-10.6026,3.17,169,16,6.8,17.4,-1.2897108493082103
573,3,9,4,172.5642436,2217.825997,-8.6556,3.17,169,16,6.8,17.4,
574,4,9,4,211.3485433,2210.78491,-35.7969,3.17,169,16,6.8,17.4,
575,5,9,4,174.6629756,2218.794147,-5.7884,3.17,169,16,6.8,17.4,
576,6,9,4,166.26,2224.63,-9.8472,3.17,169,16,6.8,17.4,-1.187106788932284
577,7,9,4,165.4550225,2228.284751,-7.6658,3.17,169,16,6.8,17.4,
578,8,9,4,184.5942422,2234.942905,-10.0173,3.17,169,16,6.8,17.4,
