expID,ligand,base,solvent,notation
1152,12,7,8,Ak-tBu_KOAc_toluene
1153,13,7,8,Ak-nBu_KOAc_toluene
1154,14,7,8,Ak-Me_KOAc_toluene
1155,15,7,8,Ak-Et_KOAc_toluene
1156,1,8,8,Ar-H_Cs2CO3_toluene
1157,2,8,8,Ar-OMe_Cs2CO3_toluene
1158,3,8,8,Ar-Me2OMe_Cs2CO3_toluene
1159,4,8,8,Ar-Me3_Cs2CO3_toluene
1160,5,8,8,Ar-Me2_Cs2CO3_toluene
1161,6,8,8,Ar-F_Cs2CO3_toluene
1162,7,8,8,Ar-CF3_Cs2CO3_toluene
1163,8,8,8,Ar-CF32_Cs2CO3_toluene
1164,9,8,8,Ar-F5_Cs2CO3_toluene
1165,10,8,8,Ar-Cl_Cs2CO3_toluene
1166,11,8,8,Ak-Cy_Cs2CO3_toluene
1167,12,8,8,Ak-tBu_Cs2CO3_toluene
1168,13,8,8,Ak-nBu_Cs2CO3_toluene
1169,14,8,8,Ak-Me_Cs2CO3_toluene
1170,15,8,8,Ak-Et_Cs2CO3_toluene
1171,1,9,8,Ar-H_CsF_toluene
1172,2,9,8,Ar-OMe_CsF_toluene
1173,3,9,8,Ar-Me2OMe_CsF_toluene
1174,4,9,8,Ar-Me3_CsF_toluene
1175,5,9,8,Ar-Me2_CsF_toluene
1176,6,9,8,Ar-F_CsF_toluene
1177,7,9,8,Ar-CF3_CsF_toluene
1178,8,9,8,Ar-CF32_CsF_toluene
1179,9,9,8,Ar-F5_CsF_toluene
1180,10,9,8,Ar-Cl_CsF_toluene
1181,11,9,8,Ak-Cy_CsF_toluene
1182,12,9,8,Ak-tBu_CsF_toluene
1183,13,9,8,Ak-nBu_CsF_toluene
1184,14,9,8,Ak-Me_CsF_toluene
1185,15,9,8,Ak-Et_CsF_toluene
1186,1,10,8,Ar-H_NEt4OH_toluene
1187,2,10,8,Ar-OMe_NEt4OH_toluene
1188,3,10,8,Ar-Me2OMe_NEt4OH_toluene
1189,4,10,8,Ar-Me3_NEt4OH_toluene
1190,5,10,8,Ar-Me2_NEt4OH_toluene
1191,6,10,8,Ar-F_NEt4OH_toluene
1192,7,10,8,Ar-CF3_NEt4OH_toluene
1193,8,10,8,Ar-CF32_NEt4OH_toluene
1194,9,10,8,Ar-F5_NEt4OH_toluene
1195,10,10,8,Ar-Cl_NEt4OH_toluene
1196,11,10,8,Ak-Cy_NEt4OH_toluene
1197,12,10,8,Ak-tBu_NEt4OH_toluene
1198,13,10,8,Ak-nBu_NEt4OH_toluene
1199,14,10,8,Ak-Me_NEt4OH_toluene
1200,15,10,8,Ak-Et_NEt4OH_toluene
1201,1,1,9,Ar-H_Na2CO3_dioxane
1202,2,1,9,Ar-OMe_Na2CO3_dioxane
1203,3,1,9,Ar-Me2OMe_Na2CO3_dioxane
1204,4,1,9,Ar-Me3_Na2CO3_dioxane
1205,5,1,9,Ar-Me2_Na2CO3_dioxane
1206,6,1,9,Ar-F_Na2CO3_dioxane
1207,7,1,9,Ar-CF3_Na2CO3_dioxane
1208,8,1,9,Ar-CF32_Na2CO3_dioxane
1209,9,1,9,Ar-F5_Na2CO3_dioxane
1210,10,1,9,Ar-Cl_Na2CO3_dioxane
1211,11,1,9,Ak-Cy_Na2CO3_dioxane
1212,12,1,9,Ak-tBu_Na2CO3_dioxane
1213,13,1,9,Ak-nBu_Na2CO3_dioxane
1214,14,1,9,Ak-Me_Na2CO3_dioxane
1215,15,1,9,Ak-Et_Na2CO3_dioxane
1216,1,2,9,Ar-H_NaHCO3_dioxane
1217,2,2,9,Ar-OMe_NaHCO3_dioxane
1218,3,2,9,Ar-Me2OMe_NaHCO3_dioxane
1219,4,2,9,Ar-Me3_NaHCO3_dioxane
1220,5,2,9,Ar-Me2_NaHCO3_dioxane
1221,6,2,9,Ar-F_NaHCO3_dioxane
1222,7,2,9,Ar-CF3_NaHCO3_dioxane
1223,8,2,9,Ar-CF32_NaHCO3_dioxane
1224,9,2,9,Ar-F5_NaHCO3_dioxane
1225,10,2,9,Ar-Cl_NaHCO3_dioxane
1226,11,2,9,Ak-Cy_NaHCO3_dioxane
1227,12,2,9,Ak-tBu_NaHCO3_dioxane
1228,13,2,9,Ak-nBu_NaHCO3_dioxane
1229,14,2,9,Ak-Me_NaHCO3_dioxane
1230,15,2,9,Ak-Et_NaHCO3_dioxane
1231,1,3,9,Ar-H_NaOH_dioxane
1232,2,3,9,Ar-OMe_NaOH_dioxane
1233,3,3,9,Ar-Me2OMe_NaOH_dioxane
1234,4,3,9,Ar-Me3_NaOH_dioxane
1235,5,3,9,Ar-Me2_NaOH_dioxane
1236,6,3,9,Ar-F_NaOH_dioxane
1237,7,3,9,Ar-CF3_NaOH_dioxane
1238,8,3,9,Ar-CF32_NaOH_dioxane
1239,9,3,9,Ar-F5_NaOH_dioxane
1240,10,3,9,Ar-Cl_NaOH_dioxane
1241,11,3,9,Ak-Cy_NaOH_dioxane
1242,12,3,9,Ak-tBu_NaOH_dioxane
1243,13,3,9,Ak-nBu_NaOH_dioxane
1244,14,3,9,Ak-Me_NaOH_dioxane
1245,15,3,9,Ak-Et_NaOH_dioxane
1246,1,4,9,Ar-H_K2CO3_dioxane
1247,2,4,9,Ar-OMe_K2CO3_dioxane
1248,3,4,9,Ar-Me2OMe_K2CO3_dioxane
1249,4,4,9,Ar-Me3_K2CO3_dioxane
1250,5,4,9,Ar-Me2_K2CO3_dioxane
1251,6,4,9,Ar-F_K2CO3_dioxane
1252,7,4,9,Ar-CF3_K2CO3_dioxane
1253,8,4,9,Ar-CF32_K2CO3_dioxane
1254,9,4,9,Ar-F5_K2CO3_dioxane
1255,10,4,9,Ar-Cl_K2CO3_dioxane
1256,11,4,9,Ak-Cy_K2CO3_dioxane
1257,12,4,9,Ak-tBu_K2CO3_dioxane
1258,13,4,9,Ak-nBu_K2CO3_dioxane
1259,14,4,9,Ak-Me_K2CO3_dioxane
1260,15,4,9,Ak-Et_K2CO3_dioxane
1261,1,5,9,Ar-H_KOH_dioxane
1262,2,5,9,Ar-OMe_KOH_dioxane
1263,3,5,9,Ar-Me2OMe_KOH_dioxane
1264,4,5,9,Ar-Me3_KOH_dioxane
1265,5,5,9,Ar-Me2_KOH_dioxane
1266,6,5,9,Ar-F_KOH_dioxane
1267,7,5,9,Ar-CF3_KOH_dioxane
1268,8,5,9,Ar-CF32_KOH_dioxane
1269,9,5,9,Ar-F5_KOH_dioxane
1270,10,5,9,Ar-Cl_KOH_dioxane
1271,11,5,9,Ak-Cy_KOH_dioxane
1272,12,5,9,Ak-tBu_KOH_dioxane
1273,13,5,9,Ak-nBu_KOH_dioxane
1274,14,5,9,Ak-Me_KOH_dioxane
1275,15,5,9,Ak-Et_KOH_dioxane
1276,1,6,9,Ar-H_K3PO4_dioxane
1277,2,6,9,Ar-OMe_K3PO4_dioxane
1278,3,6,9,Ar-Me2OMe_K3PO4_dioxane
1279,4,6,9,Ar-Me3_K3PO4_dioxane
1280,5,6,9,Ar-Me2_K3PO4_dioxane
1281,6,6,9,Ar-F_K3PO4_dioxane
1282,7,6,9,Ar-CF3_K3PO4_dioxane
1283,8,6,9,Ar-CF32_K3PO4_dioxane
1284,9,6,9,Ar-F5_K3PO4_dioxane
1285,10,6,9,Ar-Cl_K3PO4_dioxane
1286,11,6,9,Ak-Cy_K3PO4_dioxane
1287,12,6,9,Ak-tBu_K3PO4_dioxane
1288,13,6,9,Ak-nBu_K3PO4_dioxane
1289,14,6,9,Ak-Me_K3PO4_dioxane
1290,15,6,9,Ak-Et_K3PO4_dioxane
1291,1,7,9,Ar-H_KOAc_dioxane
1292,2,7,9,Ar-OMe_KOAc_dioxane
1293,3,7,9,Ar-Me2OMe_KOAc_dioxane
1294,4,7,9,Ar-Me3_KOAc_dioxane
1295,5,7,9,Ar-Me2_KOAc_dioxane
1296,6,7,9,Ar-F_KOAc_dioxane
1297,7,7,9,Ar-CF3_KOAc_dioxane
1298,8,7,9,Ar-CF32_KOAc_dioxane
1299,9,7,9,Ar-F5_KOAc_dioxane
1300,10,7,9,Ar-Cl_KOAc_dioxane
1301,11,7,9,Ak-Cy_KOAc_dioxane
1302,12,7,9,Ak-tBu_KOAc_dioxane
1303,13,7,9,Ak-nBu_KOAc_dioxane
1304,14,7,9,Ak-Me_KOAc_dioxane
1305,15,7,9,Ak-Et_KOAc_dioxane
1306,1,8,9,Ar-H_Cs2CO3_dioxane
1307,2,8,9,Ar-OMe_Cs2CO3_dioxane
1308,3,8,9,Ar-Me2OMe_Cs2CO3_dioxane
1309,4,8,9,Ar-Me3_Cs2CO3_dioxane
1310,5,8,9,Ar-Me2_Cs2CO3_dioxane
1311,6,8,9,Ar-F_Cs2CO3_dioxane
1312,7,8,9,Ar-CF3_Cs2CO3_dioxane
1313,8,8,9,Ar-CF32_Cs2CO3_dioxane
1314,9,8,9,Ar-F5_Cs2CO3_dioxane
1315,10,8,9,Ar-Cl_Cs2CO3_dioxane
1316,11,8,9,Ak-Cy_Cs2CO3_dioxane
1317,12,8,9,Ak-tBu_Cs2CO3_dioxane
1318,13,8,9,Ak-nBu_Cs2CO3_dioxane
1319,14,8,9,Ak-Me_Cs2CO3_dioxane
1320,15,8,9,Ak-Et_Cs2CO3_dioxane
1321,1,9,9,Ar-H_CsF_dioxane
1322,2,9,9,Ar-OMe_CsF_dioxane
1323,3,9,9,Ar-Me2OMe_CsF_dioxane
1324,4,9,9,Ar-Me3_CsF_dioxane
1325,5,9,9,Ar-Me2_CsF_dioxane
1326,6,9,9,Ar-F_CsF_dioxane
1327,7,9,9,Ar-CF3_CsF_dioxane
1328,8,9,9,Ar-CF32_CsF_dioxane
1329,9,9,9,Ar-F5_CsF_dioxane
1330,10,9,9,Ar-Cl_CsF_dioxane
1331,11,9,9,Ak-Cy_CsF_dioxane
1332,12,9,9,Ak-tBu_CsF_dioxane
1333,13,9,9,Ak-nBu_CsF_dioxane
1334,14,9,9,Ak-Me_CsF_dioxane
1335,15,9,9,Ak-Et_CsF_dioxane
1336,1,10,9,Ar-H_NEt4OH_dioxane
1337,2,10,9,Ar-OMe_NEt4OH_dioxane
1338,3,10,9,Ar-Me2OMe_NEt4OH_dioxane
1339,4,10,9,Ar-Me3_NEt4OH_dioxane
1340,5,10,9,Ar-Me2_NEt4OH_dioxane
1341,6,10,9,Ar-F_NEt4OH_dioxane
1342,7,10,9,Ar-CF3_NEt4OH_dioxane
1343,8,10,9,Ar-CF32_NEt4OH_dioxane
1344,9,10,9,Ar-F5_NEt4OH_dioxane
1345,10,10,9,Ar-Cl_NEt4OH_dioxane
1346,11,10,9,Ak-Cy_NEt4OH_dioxane
1347,12,10,9,Ak-tBu_NEt4OH_dioxane
1348,13,10,9,Ak-nBu_NEt4OH_dioxane
1349,14,10,9,Ak-Me_NEt4OH_dioxane
1350,15,10,9,Ak-Et_NEt4OH_dioxane
1351,1,1,10,Ar-H_Na2CO3_octane
1352,2,1,10,Ar-OMe_Na2CO3_octane
1353,3,1,10,Ar-Me2OMe_Na2CO3_octane
1354,4,1,10,Ar-Me3_Na2CO3_octane
1355,5,1,10,Ar-Me2_Na2CO3_octane
1356,6,1,10,Ar-F_Na2CO3_octane
1357,7,1,10,Ar-CF3_Na2CO3_octane
1358,8,1,10,Ar-CF32_Na2CO3_octane
1359,9,1,10,Ar-F5_Na2CO3_octane
1360,10,1,10,Ar-Cl_Na2CO3_octane
1361,11,1,10,Ak-Cy_Na2CO3_octane
1362,12,1,10,Ak-tBu_Na2CO3_octane
1363,13,1,10,Ak-nBu_Na2CO3_octane
1364,14,1,10,Ak-Me_Na2CO3_octane
1365,15,1,10,Ak-Et_Na2CO3_octane
1366,1,2,10,Ar-H_NaHCO3_octane
1367,2,2,10,Ar-OMe_NaHCO3_octane
1368,3,2,10,Ar-Me2OMe_NaHCO3_octane
1369,4,2,10,Ar-Me3_NaHCO3_octane
1370,5,2,10,Ar-Me2_NaHCO3_octane
1371,6,2,10,Ar-F_NaHCO3_octane
1372,7,2,10,Ar-CF3_NaHCO3_octane
1373,8,2,10,Ar-CF32_NaHCO3_octane
1374,9,2,10,Ar-F5_NaHCO3_octane
1375,10,2,10,Ar-Cl_NaHCO3_octane
1376,11,2,10,Ak-Cy_NaHCO3_octane
1377,12,2,10,Ak-tBu_NaHCO3_octane
1378,13,2,10,Ak-nBu_NaHCO3_octane
1379,14,2,10,Ak-Me_NaHCO3_octane
1380,15,2,10,Ak-Et_NaHCO3_octane
1381,1,3,10,Ar-H_NaOH_octane
1382,2,3,10,Ar-OMe_NaOH_octane
1383,3,3,10,Ar-Me2OMe_NaOH_octane
1384,4,3,10,Ar-Me3_NaOH_octane
1385,5,3,10,Ar-Me2_NaOH_octane
1386,6,3,10,Ar-F_NaOH_octane
1387,7,3,10,Ar-CF3_NaOH_octane
1388,8,3,10,Ar-CF32_NaOH_octane
1389,9,3,10,Ar-F5_NaOH_octane
1390,10,3,10,Ar-Cl_NaOH_octane
1391,11,3,10,Ak-Cy_NaOH_octane
1392,12,3,10,Ak-tBu_NaOH_octane
1393,13,3,10,Ak-nBu_NaOH_octane
1394,14,3,10,Ak-Me_NaOH_octane
1395,15,3,10,Ak-Et_NaOH_octane
1396,1,4,10,Ar-H_K2CO3_octane
1397,2,4,10,Ar-OMe_K2CO3_octane
1398,3,4,10,Ar-Me2OMe_K2CO3_octane
1399,4,4,10,Ar-Me3_K2CO3_octane
1400,5,4,10,Ar-Me2_K2CO3_octane
1401,6,4,10,Ar-F_K2CO3_octane
1402,7,4,10,Ar-CF3_K2CO3_octane
1403,8,4,10,Ar-CF32_K2CO3_octane
1404,9,4,10,Ar-F5_K2CO3_octane
1405,10,4,10,Ar-Cl_K2CO3_octane
1406,11,4,10,Ak-Cy_K2CO3_octane
1407,12,4,10,Ak-tBu_K2CO3_octane
1408,13,4,10,Ak-nBu_K2CO3_octane
1409,14,4,10,Ak-Me_K2CO3_octane
1410,15,4,10,Ak-Et_K2CO3_octane
1411,1,5,10,Ar-H_KOH_octane
1412,2,5,10,Ar-OMe_KOH_octane
1413,3,5,10,Ar-Me2OMe_KOH_octane
1414,4,5,10,Ar-Me3_KOH_octane
1415,5,5,10,Ar-Me2_KOH_octane
1416,6,5,10,Ar-F_KOH_octane
1417,7,5,10,Ar-CF3_KOH_octane
1418,8,5,10,Ar-CF32_KOH_octane
1419,9,5,10,Ar-F5_KOH_octane
1420,10,5,10,Ar-Cl_KOH_octane
1421,11,5,10,Ak-Cy_KOH_octane
1422,12,5,10,Ak-tBu_KOH_octane
1423,13,5,10,Ak-nBu_KOH_octane
1424,14,5,10,Ak-Me_KOH_octane
1425,15,5,10,Ak-Et_KOH_octane
1426,1,6,10,Ar-H_K3PO4_octane
1427,2,6,10,Ar-OMe_K3PO4_octane
1428,3,6,10,Ar-Me2OMe_K3PO4_octane
1429,4,6,10,Ar-Me3_K3PO4_octane
1430,5,6,10,Ar-Me2_K3PO4_octane
1431,6,6,10,Ar-F_K3PO4_octane
1432,7,6,10,Ar-CF3_K3PO4_octane
1433,8,6,10,Ar-CF32_K3PO4_octane
1434,9,6,10,Ar-F5_K3PO4_octane
1435,10,6,10,Ar-Cl_K3PO4_octane
1436,11,6,10,Ak-Cy_K3PO4_octane
1437,12,6,10,Ak-tBu_K3PO4_octane
1438,13,6,10,Ak-nBu_K3PO4_octane
1439,14,6,10,Ak-Me_K3PO4_octane
1440,15,6,10,Ak-Et_K3PO4_octane
1441,1,7,10,Ar-H_KOAc_octane
1442,2,7,10,Ar-OMe_KOAc_octane
1443,3,7,10,Ar-Me2OMe_KOAc_octane
1444,4,7,10,Ar-Me3_KOAc_octane
1445,5,7,10,Ar-Me2_KOAc_octane
1446,6,7,10,Ar-F_KOAc_octane
1447,7,7,10,Ar-CF3_KOAc_octane
1448,8,7,10,Ar-CF32_KOAc_octane
1449,9,7,10,Ar-F5_KOAc_octane
1450,10,7,10,Ar-Cl_KOAc_octane
1451,11,7,10,Ak-Cy_KOAc_octane
1452,12,7,10,Ak-tBu_KOAc_octane
1453,13,7,10,Ak-nBu_KOAc_octane
1454,14,7,10,Ak-Me_KOAc_octane
1455,15,7,10,Ak-Et_KOAc_octane
1456,1,8,10,Ar-H_Cs2CO3_octane
1457,2,8,10,Ar-OMe_Cs2CO3_octane
1458,3,8,10,Ar-Me2OMe_Cs2CO3_octane
1459,4,8,10,Ar-Me3_Cs2CO3_octane
1460,5,8,10,Ar-Me2_Cs2CO3_octane
1461,6,8,10,Ar-F_Cs2CO3_octane
1462,7,8,10,Ar-CF3_Cs2CO3_octane
1463,8,8,10,Ar-CF32_Cs2CO3_octane
1464,9,8,10,Ar-F5_Cs2CO3_octane
1465,10,8,10,Ar-Cl_Cs2CO3_octane
1466,11,8,10,Ak-Cy_Cs2CO3_octane
1467,12,8,10,Ak-tBu_Cs2CO3_octane
1468,13,8,10,Ak-nBu_Cs2CO3_octane
1469,14,8,10,Ak-Me_Cs2CO3_octane
1470,15,8,10,Ak-Et_Cs2CO3_octane
1471,1,9,10,Ar-H_CsF_octane
1472,2,9,10,Ar-OMe_CsF_octane
1473,3,9,10,Ar-Me2OMe_CsF_octane
1474,4,9,10,Ar-Me3_CsF_octane
1475,5,9,10,Ar-Me2_CsF_octane
1476,6,9,10,Ar-F_CsF_octane
1477,7,9,10,Ar-CF3_CsF_octane
1478,8,9,10,Ar-CF32_CsF_octane
1479,9,9,10,Ar-F5_CsF_octane
1480,10,9,10,Ar-Cl_CsF_octane
1481,11,9,10,Ak-Cy_CsF_octane
1482,12,9,10,Ak-tBu_CsF_octane
1483,13,9,10,Ak-nBu_CsF_octane
1484,14,9,10,Ak-Me_CsF_octane
1485,15,9,10,Ak-Et_CsF_octane
1486,1,10,10,Ar-H_NEt4OH_octane
1487,2,10,10,Ar-OMe_NEt4OH_octane
1488,3,10,10,Ar-Me2OMe_NEt4OH_octane
1489,4,10,10,Ar-Me3_NEt4OH_octane
1490,5,10,10,Ar-Me2_NEt4OH_octane
1491,6,10,10,Ar-F_NEt4OH_octane
1492,7,10,10,Ar-CF3_NEt4OH_octane
1493,8,10,10,Ar-CF32_NEt4OH_octane
1494,9,10,10,Ar-F5_NEt4OH_octane
1495,10,10,10,Ar-Cl_NEt4OH_octane
1496,11,10,10,Ak-Cy_NEt4OH_octane
1497,12,10,10,Ak-tBu_NEt4OH_octane
1498,13,10,10,Ak-nBu_NEt4OH_octane
1499,14,10,10,Ak-Me_NEt4OH_octane
1500,15,10,10,Ak-Et_NEt4OH_octane
